WigleWifi-1.4,appRelease=2.26,model=LG-H870,release=7.0,device=lucye,display=NRD90U,board=msm8996,brand=lge
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
c4:12:f5:82:86:ba,Bezeq-VDSLAC_2.4,[WPA2-PSK-CCMP][ESS],2017-11-10 11:26:55,10,-86,31.87532696,34.73027787,54,4.550999641418457,WIFI
fc:15:b4:6a:6d:0b,HP-Print-0B-Deskjet 4640 series,[ESS],2017-11-10 11:26:55,6,-83,31.87532696,34.73027787,54,4.550999641418457,WIFI
74:da:38:98:2a:06,Geva_AP,[WPA2-PSK-CCMP][ESS],2017-11-10 11:26:55,1,-82,31.87532696,34.73027787,54,4.550999641418457,WIFI
42507_11111_13903620,HOT mobile,UNKNOWN;il,2017-11-10 11:26:55,0,-113,31.87532696,34.73027787,54,4.550999641418457,GSM
64:a5:c3:6d:ad:c4,?-??? Wi-Fi ?? Oran,[WPA2-PSK-CCMP][ESS],2017-11-10 11:26:57,6,-57,31.87546565,34.73051399,54,6.067999839782715,WIFI
14:ae:db:3a:bf:8d,home1010,[WPA2-PSK-CCMP][ESS],2017-11-10 11:26:57,11,-73,31.87546565,34.73051399,54,6.067999839782715,WIFI
d8:fe:e3:dd:82:c2,Bar2017_EXT,[WPA2-PSK-CCMP][ESS],2017-11-10 11:26:57,6,-78,31.87546565,34.73051399,54,6.067999839782715,WIFI
06:ae:db:3a:bf:8d,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-10 11:26:57,11,-75,31.87546565,34.73051399,54,6.067999839782715,WIFI
d4:6e:0e:3b:9c:1e,BEZEQINT-72C1,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-10 11:26:57,6,-83,31.87546565,34.73051399,54,6.067999839782715,WIFI
00:18:25:02:c7:b0,TP-LINK12,[ESS],2017-11-10 11:27:06,6,-65,31.87599646,34.73139153,55,7.585000038146973,WIFI
00:18:25:16:d1:b0,Yavne@Cheburashka@Water,[WPA2-PSK-CCMP][ESS],2017-11-10 11:27:06,1,-84,31.87599646,34.73139153,55,7.585000038146973,WIFI
f8:ab:05:40:b9:16,HOTBOX1234,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-10 11:27:06,13,-77,31.87599646,34.73139153,55,7.585000038146973,WIFI
00:0e:2e:4b:c4:1d,mayaandguy,[WPA-PSK-TKIP][ESS],2017-11-10 11:27:06,13,-74,31.87599646,34.73139153,55,7.585000038146973,WIFI
00:02:6f:cd:56:cf,,[ESS],2017-11-10 11:27:06,13,-79,31.87599646,34.73139153,55,7.585000038146973,WIFI
42507_11111_13903620,HOT mobile,UNKNOWN;il,2017-11-10 11:27:06,0,-113,31.87599646,34.73139153,55,7.585000038146973,GSM
00:18:25:16:d1:b0,Yavne@Cheburashka@Water,[WPA2-PSK-CCMP][ESS],2017-11-10 11:27:08,1,-72,31.87610796,34.73155257,55,7.585000038146973,WIFI
00:02:6f:cd:56:cf,,[ESS],2017-11-10 11:27:08,13,-72,31.87610796,34.73155257,55,7.585000038146973,WIFI
00:18:25:03:68:40,TP-LINK14,[ESS],2017-11-10 11:27:08,6,-75,31.87610796,34.73155257,55,7.585000038146973,WIFI
00:02:6f:aa:c2:7c,,[ESS],2017-11-10 11:27:08,13,-82,31.87610796,34.73155257,55,7.585000038146973,WIFI
00:02:6f:aa:c2:be,,[ESS],2017-11-10 11:27:08,9,-84,31.87610796,34.73155257,55,7.585000038146973,WIFI
00:18:25:02:73:00,TP-LINK13,[ESS],2017-11-10 11:27:17,9,-63,31.87623146,34.73184271,54,4.550999641418457,WIFI
00:18:25:16:d1:b0,Yavne@Cheburashka@Water,[WPA2-PSK-CCMP][ESS],2017-11-10 11:27:19,1,-66,31.87621454,34.73203936,55,4.550999641418457,WIFI
40:65:a3:23:92:0e,HOTFiber-D85C,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-10 11:27:19,6,-74,31.87621454,34.73203936,55,4.550999641418457,WIFI
28:6c:07:44:93:83,PerryNET,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-10 11:27:19,6,-76,31.87621454,34.73203936,55,4.550999641418457,WIFI
00:18:25:16:d1:b0,Yavne@Cheburashka@Water,[WPA2-PSK-CCMP][ESS],2017-11-10 11:27:28,1,-66,31.87580363,34.73329087,51,4.550999641418457,WIFI
00:18:25:02:73:00,TP-LINK13,[ESS],2017-11-10 11:27:28,9,-72,31.87580363,34.73329087,51,4.550999641418457,WIFI
00:02:6f:cd:56:cf,,[ESS],2017-11-10 11:27:28,13,-72,31.87580363,34.73329087,51,4.550999641418457,WIFI
00:18:25:03:68:40,TP-LINK14,[ESS],2017-11-10 11:27:28,6,-80,31.87580363,34.73329087,51,4.550999641418457,WIFI
00:02:6f:aa:c2:7c,,[ESS],2017-11-10 11:27:28,13,-82,31.87580363,34.73329087,51,4.550999641418457,WIFI
40:65:a3:23:92:0e,HOTFiber-D85C,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-10 11:27:28,6,-74,31.87580363,34.73329087,51,4.550999641418457,WIFI
28:6c:07:44:93:83,PerryNET,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-10 11:27:28,6,-76,31.87580363,34.73329087,51,4.550999641418457,WIFI
42507_11111_13903370,HOT mobile,UNKNOWN;il,2017-11-10 11:27:28,0,-113,31.87580363,34.73329087,51,4.550999641418457,GSM
00:11:6b:14:a0:06,kito_level1,[WEP][ESS],2017-11-10 11:27:30,6,-77,31.87570671,34.73358192,50,4.550999641418457,WIFI
88:dc:96:41:04:e8,,[ESS],2017-11-10 11:27:30,6,-78,31.87570671,34.73358192,50,4.550999641418457,WIFI
00:18:25:16:d1:b0,Yavne@Cheburashka@Water,[WPA2-PSK-CCMP][ESS],2017-11-10 11:27:39,1,-63,31.87538737,34.7345755,49,4.550999641418457,WIFI
00:02:6f:cd:56:cf,,[ESS],2017-11-10 11:27:39,13,-79,31.87538737,34.7345755,49,4.550999641418457,WIFI
00:18:25:03:68:40,TP-LINK14,[ESS],2017-11-10 11:27:39,6,-76,31.87538737,34.7345755,49,4.550999641418457,WIFI
42507_11111_13903369,HOT mobile,UNKNOWN;il,2017-11-10 11:27:39,0,-113,31.87538737,34.7345755,49,4.550999641418457,GSM
00:18:25:03:68:40,TP-LINK14,[ESS],2017-11-10 11:27:41,6,-68,31.87535583,34.73468695,50,4.550999641418457,WIFI
14:9d:09:80:1a:95,HUAWEI-1A95,[WPA2-PSK-CCMP][WPS][ESS],2017-11-10 11:27:52,3,-69,31.8751242,34.73498654,50,4.550999641418457,WIFI
a4:08:f5:06:61:0c,HOTFiber-AFFD,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-10 11:27:52,1,-74,31.8751242,34.73498654,50,4.550999641418457,WIFI
88:dc:96:41:04:e8,,[ESS],2017-11-10 11:27:52,6,-85,31.8751242,34.73498654,50,4.550999641418457,WIFI
00:02:6f:c8:a0:3e,,[ESS],2017-11-10 11:27:52,6,-84,31.8751242,34.73498654,50,4.550999641418457,WIFI
00:02:6f:eb:c2:68,,[ESS],2017-11-10 11:27:52,9,-86,31.8751242,34.73498654,50,4.550999641418457,WIFI
00:18:25:16:d1:b0,Yavne@Cheburashka@Water,[WPA2-PSK-CCMP][ESS],2017-11-10 11:28:03,1,-83,31.87598155,34.73559179,53,4.550999641418457,WIFI
00:23:cd:16:74:da,Rehani_2,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],2017-11-10 11:28:03,10,-84,31.87598155,34.73559179,53,4.550999641418457,WIFI
a4:2b:b0:b0:6b:e8,A,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-10 11:28:03,1,-84,31.87598155,34.73559179,53,4.550999641418457,WIFI
42507_11111_13903369,HOT mobile,UNKNOWN;il,2017-11-10 11:28:03,0,-113,31.87598155,34.73559179,53,4.550999641418457,GSM
00:18:25:16:d1:b0,Yavne@Cheburashka@Water,[WPA2-PSK-CCMP][ESS],2017-11-10 11:28:12,1,-83,31.87701439,34.73631217,50,4.550999641418457,WIFI
00:18:25:03:68:40,TP-LINK14,[ESS],2017-11-10 11:28:12,6,-79,31.87701439,34.73631217,50,4.550999641418457,WIFI
00:23:cd:16:74:da,Rehani_2,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],2017-11-10 11:28:12,10,-84,31.87701439,34.73631217,50,4.550999641418457,WIFI
a4:2b:b0:b0:6b:e8,A,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-10 11:28:12,1,-84,31.87701439,34.73631217,50,4.550999641418457,WIFI
b4:ee:b4:fe:37:4f,DASHIMON,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-10 11:28:12,11,-73,31.87701439,34.73631217,50,4.550999641418457,WIFI
42507_11111_13903369,HOT mobile,UNKNOWN;il,2017-11-10 11:28:12,0,-113,31.87701439,34.73631217,50,4.550999641418457,GSM
d0:84:b0:93:38:bd,DASHIMON,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-10 11:28:14,11,-72,31.87712062,34.73637614,49,4.550999641418457,WIFI
c4:12:f5:fa:90:9c,Shlomi,[WPA2-PSK-CCMP][ESS],2017-11-10 11:28:14,6,-70,31.87712062,34.73637614,49,4.550999641418457,WIFI
c4:12:f5:3f:d8:f5,Shlomi_EXT,[WPA2-PSK-CCMP][ESS],2017-11-10 11:28:14,6,-72,31.87712062,34.73637614,49,4.550999641418457,WIFI
a4:08:f5:21:db:a4,hot,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-10 11:28:14,9,-86,31.87712062,34.73637614,49,4.550999641418457,WIFI
f8:1a:67:c2:49:fa,TP-LINK_C249FA,[ESS],2017-11-10 11:28:14,1,-81,31.87712062,34.73637614,49,4.550999641418457,WIFI
14:af:db:3d:2c:6a,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-10 11:28:25,2,-83,31.87731876,34.73659051,49,4.550999641418457,WIFI
42507_11111_13903369,HOT mobile,UNKNOWN;il,2017-11-10 11:28:36,0,-113,31.87809022,34.73710632,50,4.550999641418457,GSM
6c:aa:b3:01:aa:88,SCHOOL,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],2017-11-10 11:28:45,8,-84,31.87900265,34.7377627,50,4.550999641418457,WIFI
7c:b7:33:2e:87:1a,michal,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-10 11:28:45,7,-85,31.87900265,34.7377627,50,4.550999641418457,WIFI
14:ae:db:58:26:ed,olga,[WPA2-PSK-CCMP][ESS],2017-11-10 11:28:47,11,-74,31.87919454,34.73791243,51,4.550999641418457,WIFI
c0:ac:54:f5:ab:79,Elbaz,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-10 11:28:47,11,-84,31.87919454,34.73791243,51,4.550999641418457,WIFI
7c:b7:33:a1:8a:a1,nac650,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-10 11:28:47,1,-86,31.87919454,34.73791243,51,4.550999641418457,WIFI
00:02:6f:cd:55:e9,,[ESS],2017-11-10 11:28:47,13,-61,31.87919454,34.73791243,51,4.550999641418457,WIFI
42507_11111_13903369,HOT mobile,UNKNOWN;il,2017-11-10 11:28:47,0,-113,31.87919454,34.73791243,51,4.550999641418457,GSM
10:fe:ed:53:63:5a,TP-LINK_53635A,[WPA2-PSK-CCMP][WPS][ESS],2017-11-10 11:28:56,10,-78,31.87968242,34.73835379,49,4.550999641418457,WIFI
58:b6:33:32:93:68,SCHOOL,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],2017-11-10 11:28:56,8,-80,31.87968242,34.73835379,49,4.550999641418457,WIFI
10:be:f5:37:5d:f4,eliran,[WPA2-PSK-CCMP][ESS],2017-11-10 11:28:56,9,-87,31.87968242,34.73835379,49,4.550999641418457,WIFI
00:02:6f:cd:55:e9,,[ESS],2017-11-10 11:29:07,13,-68,31.88066515,34.73899844,49,4.550999641418457,WIFI
42507_11111_13903369,HOT mobile,UNKNOWN;il,2017-11-10 11:29:07,0,-113,31.88066515,34.73899844,49,4.550999641418457,GSM
18:d6:c7:83:c8:86,HOTBOX2,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-10 11:29:09,13,-70,31.88088641,34.73916399,49,4.550999641418457,WIFI
00:02:6f:cd:55:e9,,[ESS],2017-11-10 11:29:18,13,-68,31.88166569,34.73973694,44,4.550999641418457,WIFI
a0:8e:78:74:df:5e,mali1,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-10 11:29:18,11,-83,31.88166569,34.73973694,44,4.550999641418457,WIFI
f8:ab:05:eb:5f:d7,Hotbox1,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-10 11:29:18,1,-84,31.88166569,34.73973694,44,4.550999641418457,WIFI
a0:8e:78:74:e0:12,mali1,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-10 11:29:18,11,-84,31.88166569,34.73973694,44,4.550999641418457,WIFI
d8:fb:5e:17:da:3b,mali1,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-10 11:29:18,11,-85,31.88166569,34.73973694,44,4.550999641418457,WIFI
42507_11111_13903369,HOT mobile,UNKNOWN;il,2017-11-10 11:29:18,0,-113,31.88166569,34.73973694,44,4.550999641418457,GSM
14:ae:db:44:5c:d5,Hadad 11,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-10 11:29:21,6,-72,31.88175784,34.73981328,44,4.550999641418457,WIFI
9c:d3:6d:c2:05:72,kamari,[WPA2-PSK-CCMP][WPS][ESS],2017-11-10 11:29:21,11,-86,31.88175784,34.73981328,44,4.550999641418457,WIFI
42507_11111_8501771,HOT mobile,UNKNOWN;il,2017-11-10 11:29:29,0,-113,31.88181534,34.73986481,44,4.550999641418457,GSM
c0:ac:54:f8:34:84,Adas,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-10 11:29:32,7,-86,31.88189633,34.73992242,44,4.550999641418457,WIFI
08:97:58:33:19:46,wifi in car-0822,[WPA-PSK-CCMP][WPS][ESS],2017-11-10 11:29:42,2,-77,31.88208357,34.74016683,41,4.550999641418457,WIFI
70:62:b8:34:83:71,LIOR,[WPA2-PSK-CCMP][ESS],2017-11-10 11:29:51,11,-74,31.88245745,34.74058496,40,4.550999641418457,WIFI
30:b5:c2:c0:84:3e,zakri_EXT,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-10 11:29:51,1,-79,31.88245745,34.74058496,40,4.550999641418457,WIFI
14:ae:db:44:5c:d5,Hadad 11,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-10 11:29:54,6,-84,31.88261502,34.74083936,40,4.550999641418457,WIFI
14:af:db:30:c9:ba,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-10 11:29:54,2,-83,31.88261502,34.74083936,40,4.550999641418457,WIFI
14:ae:db:30:c9:ba,vax,[WPA2-PSK-CCMP][ESS],2017-11-10 11:29:54,2,-85,31.88261502,34.74083936,40,4.550999641418457,WIFI
a0:4f:d4:46:bf:a1,yasmin,[WPA2-PSK-CCMP][ESS],2017-11-10 11:29:54,1,-86,31.88261502,34.74083936,40,4.550999641418457,WIFI
42507_11111_13903369,HOT mobile,UNKNOWN;il,2017-11-10 11:29:54,0,-113,31.88261502,34.74083936,40,4.550999641418457,GSM
10:be:f5:39:75:9e,089437537,[WPA2-PSK-CCMP][ESS],2017-11-10 11:30:13,9,-81,31.8814564,34.74224731,41,4.550999641418457,WIFI
52:be:f5:39:75:9f,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-10 11:30:13,9,-84,31.8814564,34.74224731,41,4.550999641418457,WIFI
14:ae:db:3b:3e:25,Or,[WPA2-PSK-CCMP][ESS],2017-11-10 11:30:13,6,-82,31.8814564,34.74224731,41,4.550999641418457,WIFI
06:ae:db:3b:3e:25,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-10 11:30:13,6,-85,31.8814564,34.74224731,41,4.550999641418457,WIFI
00:0e:f4:de:76:f7,KasdaDE76F6,[ESS],2017-11-10 11:30:13,1,-83,31.8814564,34.74224731,41,4.550999641418457,WIFI
42507_11111_13903369,HOT mobile,UNKNOWN;il,2017-11-10 11:30:13,0,-113,31.8814564,34.74224731,41,4.550999641418457,GSM
10:be:f5:39:75:9e,089437537,[WPA2-PSK-CCMP][ESS],2017-11-10 11:30:24,9,-81,31.8802083,34.74355189,38,4.550999641418457,WIFI
52:be:f5:39:75:9f,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-10 11:30:24,9,-84,31.8802083,34.74355189,38,4.550999641418457,WIFI
14:ae:db:3b:3e:25,Or,[WPA2-PSK-CCMP][ESS],2017-11-10 11:30:24,6,-82,31.8802083,34.74355189,38,4.550999641418457,WIFI
06:ae:db:3b:3e:25,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-10 11:30:24,6,-85,31.8802083,34.74355189,38,4.550999641418457,WIFI
00:0e:f4:de:76:f7,KasdaDE76F6,[ESS],2017-11-10 11:30:24,1,-85,31.8802083,34.74355189,38,4.550999641418457,WIFI
14:ae:db:c0:61:45,shauly,[WPA2-PSK-CCMP][ESS],2017-11-10 11:30:24,11,-84,31.8802083,34.74355189,38,4.550999641418457,WIFI
42507_11111_13903369,HOT mobile,UNKNOWN;il,2017-11-10 11:30:24,0,-113,31.8802083,34.74355189,38,4.550999641418457,GSM
14:ae:db:38:47:0d,Eyal,[WPA2-PSK-CCMP][ESS],2017-11-10 11:30:27,9,-87,31.87990283,34.74394783,38,4.550999641418457,WIFI
14:ae:db:c0:61:45,shauly,[WPA2-PSK-CCMP][ESS],2017-11-10 11:30:35,11,-87,31.87928899,34.74522262,39,4.550999641418457,WIFI
14:ae:db:38:47:0d,Eyal,[WPA2-PSK-CCMP][ESS],2017-11-10 11:30:35,9,-87,31.87928899,34.74522262,39,4.550999641418457,WIFI
06:ae:db:48:9c:45,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-10 11:30:35,11,-84,31.87928899,34.74522262,39,4.550999641418457,WIFI
00:02:6f:cd:56:d3,,[ESS],2017-11-10 11:30:35,3,-80,31.87928899,34.74522262,39,4.550999641418457,WIFI
42507_11111_13903369,HOT mobile,UNKNOWN;il,2017-11-10 11:30:35,0,-113,31.87928899,34.74522262,39,4.550999641418457,GSM
f4:28:53:6d:6c:82,Orel,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],2017-11-10 11:30:38,11,-80,31.8791548,34.74572304,39,4.550999641418457,WIFI
14:ae:db:53:75:c5,galit,[WPA2-PSK-CCMP][ESS],2017-11-10 11:30:38,6,-82,31.8791548,34.74572304,39,4.550999641418457,WIFI
06:ae:db:48:9c:45,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-10 11:30:46,11,-86,31.87876575,34.74632798,38,4.550999641418457,WIFI
00:02:6f:cd:56:d3,,[ESS],2017-11-10 11:30:46,3,-82,31.87876575,34.74632798,38,4.550999641418457,WIFI
14:ae:db:30:9b:72,hagbi10,[WPA2-PSK-CCMP][ESS],2017-11-10 11:30:46,5,-72,31.87876575,34.74632798,38,4.550999641418457,WIFI
14:af:db:30:9b:72,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-10 11:30:46,5,-72,31.87876575,34.74632798,38,4.550999641418457,WIFI
42507_11111_13903369,HOT mobile,UNKNOWN;il,2017-11-10 11:30:46,0,-113,31.87876575,34.74632798,38,4.550999641418457,GSM
64:70:02:9e:a0:52,Moshel,[WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-10 11:30:57,4,-73,31.87804783,34.74590219,38,4.550999641418457,WIFI
3c:1e:04:08:a8:e5,shoval_2.4,[WPA2-PSK-CCMP][ESS],2017-11-10 11:30:57,1,-80,31.87804783,34.74590219,38,4.550999641418457,WIFI
00:78:9e:ff:83:67,HOTBOX-B684,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-10 11:30:57,1,-84,31.87804783,34.74590219,38,4.550999641418457,WIFI
c4:04:15:1c:1b:80,Kiosk,[WPA2-PSK-CCMP][WPS][ESS],2017-11-10 11:30:57,8,-75,31.87804783,34.74590219,38,4.550999641418457,WIFI
10:5a:f7:09:c9:69,oshri_2.4,[WPA2-PSK-CCMP][ESS],2017-11-10 11:30:57,11,-78,31.87804783,34.74590219,38,4.550999641418457,WIFI
00:78:9e:fa:ee:49,Karin,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-10 11:30:57,6,-79,31.87804783,34.74590219,38,4.550999641418457,WIFI
54:64:d9:66:94:cf,moran,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-10 11:30:57,9,-84,31.87804783,34.74590219,38,4.550999641418457,WIFI
2c:b0:5d:1f:2d:90,giat8,[WPA2-PSK-CCMP][WPS][ESS],2017-11-10 11:30:57,11,-85,31.87804783,34.74590219,38,4.550999641418457,WIFI
e0:46:9a:66:b5:b6,SHLOMI,[WPA2-PSK-CCMP][WPS][ESS],2017-11-10 11:30:59,8,-76,31.87797924,34.74582519,38,4.550999641418457,WIFI
54:64:d9:66:94:cf,moran,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-10 11:30:59,9,-78,31.87797924,34.74582519,38,4.550999641418457,WIFI
00:02:6f:cd:56:af,,[ESS],2017-11-10 11:30:59,11,-77,31.87797924,34.74582519,38,4.550999641418457,WIFI
42507_11111_8501763,HOT mobile,UNKNOWN;il,2017-11-10 11:30:59,0,-113,31.87797924,34.74582519,38,4.550999641418457,GSM
74:da:38:cc:d7:99,Guya_2EX,[WPA2-PSK-CCMP-preauth][WPS][ESS],2017-11-10 11:31:08,11,-78,31.87770495,34.74639409,39,4.550999641418457,WIFI
f4:f2:6d:96:83:2a,Guya,[WPA2-PSK-CCMP][WPS][ESS],2017-11-10 11:31:08,11,-82,31.87770495,34.74639409,39,4.550999641418457,WIFI
14:ae:db:b1:35:15,yaniv1978,[WPA2-PSK-CCMP][ESS],2017-11-10 11:31:08,1,-84,31.87770495,34.74639409,39,4.550999641418457,WIFI
6c:19:8f:4a:9d:a2,Bezeq-N_4a9da1,[ESS],2017-11-10 11:31:08,6,-83,31.87770495,34.74639409,39,4.550999641418457,WIFI
14:ae:db:4e:57:ed,nir,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-10 11:31:11,6,-82,31.87758225,34.74668591,39,4.550999641418457,WIFI
10:5a:f7:0e:15:19,Maor-lasri-Agever,[WPA2-PSK-CCMP][ESS],2017-11-10 11:31:11,11,-81,31.87758225,34.74668591,39,4.550999641418457,WIFI
7c:b7:33:c1:5b:14,Tziona,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-10 11:31:11,11,-84,31.87758225,34.74668591,39,4.550999641418457,WIFI
06:ae:db:b1:35:15,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-10 11:31:19,1,-83,31.87783118,34.74710403,41,4.550999641418457,WIFI
bc:f6:85:0e:93:8d,Bezeq-N_0e938c,[ESS],2017-11-10 11:31:19,6,-72,31.87783118,34.74710403,41,4.550999641418457,WIFI
42507_11111_8501763,HOT mobile,UNKNOWN;il,2017-11-10 11:31:19,0,-113,31.87783118,34.74710403,41,4.550999641418457,GSM
1c:5f:2b:8b:36:a0,NGN_2.4,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],2017-11-10 11:31:41,7,-79,31.87841796,34.74708276,39,4.550999641418457,WIFI
10:be:f5:3f:b0:d0,Natalie,[WPA2-PSK-CCMP][ESS],2017-11-10 11:31:45,6,-78,31.87841885,34.74710831,40,4.550999641418457,WIFI
c0:ac:54:f6:19:0c,HOTBOX-4F24,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-10 11:31:45,1,-85,31.87841885,34.74710831,40,4.550999641418457,WIFI
00:02:6f:c8:a0:92,,[ESS],2017-11-10 11:31:45,13,-85,31.87841885,34.74710831,40,4.550999641418457,WIFI
6c:b0:ce:2f:6d:89,Azulay,[WPA2-PSK-CCMP][WPS][ESS],2017-11-10 11:32:03,1,-83,31.87843046,34.74710523,42,4.550999641418457,WIFI
42507_11111_8501771,HOT mobile,UNKNOWN;il,2017-11-10 11:32:03,0,-113,31.87843046,34.74710523,42,4.550999641418457,GSM
1c:5f:2b:8b:36:a0,NGN_2.4,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],2017-11-10 11:32:23,7,-69,31.87843047,34.74710881,43,4.550999641418457,WIFI
ac:a2:13:c9:6e:28,Pantum-AP-C96E28,[ESS],2017-11-10 11:32:23,11,-85,31.87843047,34.74710881,43,4.550999641418457,WIFI
e8:fc:af:91:27:a9,MAII,[WPA2-PSK-CCMP][WPS][ESS],2017-11-10 11:32:28,6,-87,31.87843041,34.7471088,42,4.550999641418457,WIFI
00:02:6f:c8:a0:92,,[ESS],2017-11-10 11:32:38,13,-80,31.87843031,34.74710893,42,4.550999641418457,WIFI
