Number,MAC,SSID,Frequency,Signal,LAT,LON,ALT,Time,Aprrox. w-center Algo1
51,1c:b9:c4:14:2f:68,Ariel_University,2437,-90.0,32.10278702390315,35.209009024146354,687.3655456833394,2017-12-03 08:54:21,Aprrox. w-center Algo1
52,1c:b9:c4:14:33:c8,Ariel_University,2462,-84.0,32.10259991119283,35.20909940317963,688.8197664584148,2017-12-03 08:54:24,Aprrox. w-center Algo1
53,1c:b9:c4:16:f1:98,Ariel_University,2462,-87.0,32.1024752358093,35.20892269324167,686.5066386555658,2017-12-03 08:54:24,Aprrox. w-center Algo1
54,f8:d1:11:77:77:c6,HelpDesk,2427,-88.0,32.10250336058843,35.20915268495413,689.9376779500158,2017-12-03 08:54:48,Aprrox. w-center Algo1
55,8c:0c:90:ad:75:e3, ,2412,-76.0,32.10282362,35.20871899,688.0,2017-12-03 08:54:27,Aprrox. w-center Algo1
56,1c:b9:c4:16:f4:7c,Ariel_University,5180,-84.0,32.10282362,35.20871899,688.0,2017-12-03 08:54:27,Aprrox. w-center Algo1
57,ec:8c:a2:08:78:cc,Ariel_University,5240,-85.0,32.10282362,35.20871899,688.0,2017-12-03 08:54:27,Aprrox. w-center Algo1
58,1c:b9:c4:16:11:ac,Ariel_University,5220,-90.0,32.10282362,35.20871899,688.0,2017-12-03 08:54:27,Aprrox. w-center Algo1
59,ec:8c:a2:26:b1:78,Ariel_University,2412,-85.0,32.102379398750216,35.20919202731103,689.3832804939096,2017-12-03 08:54:48,Aprrox. w-center Algo1
60,1c:b9:c4:16:11:a8,Ariel_University,2412,-84.0,32.1025458495118,35.20941177843704,690.7003681992675,2017-12-03 08:55:15,Aprrox. w-center Algo1
61,1c:b9:c4:16:ee:98,Ariel_University,2437,-85.0,32.102751834051,35.209488976149125,696.4616326009588,2017-12-03 08:55:15,Aprrox. w-center Algo1
62,62:ab:1b:60:b4:cb,Bezeq Free,2447,-87.0,32.10233468089862,35.209208439098084,688.9109817256899,2017-12-03 08:54:51,Aprrox. w-center Algo1
63,a0:ab:1b:60:b4:ca,036518749,2447,-87.0,32.10231423,35.209302195,690.0,2017-12-03 08:54:30,Aprrox. w-center Algo1
64,1c:b9:c4:14:33:cc,Ariel_University,5240,-86.0,32.10244119,35.20884914,686.0,2017-12-03 08:54:33,Aprrox. w-center Algo1
65,1c:b9:c4:14:2b:d8,Ariel_University,2412,-84.0,32.10220501425742,35.20936592497334,689.6115765422695,2017-12-03 08:54:51,Aprrox. w-center Algo1
66,1c:b9:c4:14:2b:dc,Ariel_University,5180,-74.0,32.10219234,35.20946628000001,690.0,2017-12-03 08:54:36,Aprrox. w-center Algo1
67,c4:12:f5:f6:a0:18,lab_6.1.3,2422,-85.0,32.10260082212844,35.209431102770644,690.348623853211,2017-12-03 08:55:17,Aprrox. w-center Algo1
68,ec:8c:a2:08:94:1c,Ariel_University,5220,-70.0,32.1020322,35.20935702,688.9999999999999,2017-12-03 08:54:42,Aprrox. w-center Algo1
69,1c:b9:c4:15:1e:68,Ariel_University,2412,-86.0,32.102505779588284,35.20955531051899,690.8556103218325,2017-12-03 08:55:15,Aprrox. w-center Algo1
70,1c:b9:c4:15:3a:38,Ariel_University,2462,-89.0,32.10242359582025,35.20967867124845,691.265094546251,2017-12-03 08:55:15,Aprrox. w-center Algo1
71,00:11:6b:11:02:b7,yosh,2412,-81.0,32.10199722,35.2098381,693.0,2017-12-03 08:54:48,Aprrox. w-center Algo1
72,00:1d:aa:81:d8:3c,KCG-ADSL,2422,-88.0,32.1029168793515,35.20993974911516,698.9250664084396,2017-12-03 08:55:33,Aprrox. w-center Algo1
73,1c:b9:c4:12:af:78,Ariel_University,2462,-79.0,32.103195765488245,35.20988176878909,701.7107760412251,2017-12-03 08:55:11,Aprrox. w-center Algo1
74,1c:b9:c4:14:2b:88,Ariel_University,2462,-86.0,32.10337661635241,35.20995868214746,698.3196084604081,2017-12-03 08:55:11,Aprrox. w-center Algo1
75,1c:b9:c4:14:30:38,Ariel_University,2412,-87.0,32.10310980632015,35.20987956149183,701.817981452032,2017-12-03 08:55:11,Aprrox. w-center Algo1
76,40:a5:ef:7a:17:f2,2.4V1,2412,-93.0,32.10282339039983,35.20991045165441,705.8336904683651,2017-12-03 09:07:07,Aprrox. w-center Algo1
77,1c:b9:c4:15:ec:38,Ariel_University,2437,-78.0,32.10305306,35.20978446,693.0,2017-12-03 08:55:15,Aprrox. w-center Algo1
78,1c:b9:c4:16:06:bc,Ariel_University,5240,-88.0,32.10358508254194,35.210396203216405,699.1933277572545,2017-12-03 08:55:15,Aprrox. w-center Algo1
79,1c:b9:c4:16:ed:38,Ariel_University,2437,-76.0,32.1034014420876,35.210113015183296,700.9445360411042,2017-12-03 08:55:40,Aprrox. w-center Algo1
80,1c:b9:c4:16:06:b8,Ariel_University,2462,-89.0,32.10354717862161,35.2101376349075,698.5183251910022,2017-12-03 09:02:25,Aprrox. w-center Algo1
81,1c:b9:c4:16:ed:48,Ariel_University,2437,-84.0,32.103718923267124,35.21036012718466,697.529939046253,2017-12-03 08:55:20,Aprrox. w-center Algo1
82,d8:5d:4c:9e:69:22,AUC_4_2_24,2412,-84.0,32.10366799843056,35.21017234655463,699.8775257427835,2017-12-03 08:55:25,Aprrox. w-center Algo1
83,24:79:2a:2c:5c:18,Ariel_University,2462,-81.0,32.104014359999994,35.210791515000004,697.0000000000001,2017-12-03 08:55:30,Aprrox. w-center Algo1
84,24:79:2a:2b:bd:88,Ariel_University,2462,-83.0,32.10392738556718,35.210566945488985,702.5738638553061,2017-12-03 08:55:30,Aprrox. w-center Algo1
85,24:79:2a:2b:07:b8,Ariel_University,2462,-85.0,32.10393488677658,35.21058834332795,702.2758435202542,2017-12-03 08:55:30,Aprrox. w-center Algo1
86,8c:0c:90:2f:d3:d8,Ariel_University,2462,-78.0,32.10412387,35.21091349,700.0,2017-12-03 08:55:40,Aprrox. w-center Algo1
87,1c:b9:c4:95:41:77, ,5220,-82.0,32.10423611,35.21138319,700.0,2017-12-03 08:55:48,Aprrox. w-center Algo1
88,1c:b9:c4:56:cd:18,Ariel_University,2412,-92.0,32.10476714,35.2115156,696.0,2017-12-03 08:56:00,Aprrox. w-center Algo1
89,1c:b9:c4:16:cd:18,IT-MNG,2412,-93.0,32.10476714,35.2115156,696.0,2017-12-03 08:56:00,Aprrox. w-center Algo1
90,1c:b9:c4:15:fd:e8,IT-MNG,2462,-84.0,32.10481492,35.2114539,695.0,2017-12-03 08:56:02,Aprrox. w-center Algo1
91,3c:52:82:ef:c4:3c,DIRECT-3B-HP DeskJet 3630 series,2437,-72.0,32.10293021193009,35.20969477899787,707.5519127398215,2017-12-03 09:00:27,Aprrox. w-center Algo1
92,1c:b9:c4:16:ed:3c,Ariel_University,5220,-74.0,32.10296049325714,35.20969913393224,702.1428799579676,2017-12-03 09:00:27,Aprrox. w-center Algo1
93,1c:b9:c4:14:30:3c,Ariel_University,5220,-76.0,32.10296049325714,35.20969913393224,702.1428799579676,2017-12-03 09:00:27,Aprrox. w-center Algo1
94,1c:b9:c4:92:af:77, ,5200,-79.0,32.102963777631324,35.20968967709112,704.7471856325684,2017-12-03 09:00:27,Aprrox. w-center Algo1
95,1c:b9:c4:94:30:37, ,5220,-79.0,32.10296049325714,35.20969913393224,702.1428799579676,2017-12-03 09:00:27,Aprrox. w-center Algo1
96,1c:b9:c4:16:f1:5c,Ariel_University,5260,-83.0,32.103245195129944,35.20977923841684,707.2504239181122,2017-12-03 09:00:27,Aprrox. w-center Algo1
97,e4:95:6e:40:87:1a,OOP_course,2412,-12.0,32.10298811526831,35.20966517514508,702.0409029813914,2017-12-03 09:01:37,Aprrox. w-center Algo1
98,1c:b9:c4:12:af:7c,Ariel_University,5200,-77.0,32.102984973516946,35.2096647694766,704.8276915373227,2017-12-03 09:02:19,Aprrox. w-center Algo1
99,1c:b9:c4:15:ec:3c,Ariel_University,5180,-82.0,32.10299183694778,35.20967240121148,704.9567757385055,2017-12-03 09:02:25,Aprrox. w-center Algo1
100,1c:b9:c4:96:ed:37, ,5220,-82.0,32.10302084566238,35.20966436966361,702.8302348628025,2017-12-03 09:02:28,Aprrox. w-center Algo1
101,1c:b9:c4:95:ec:37, ,5180,-84.0,32.102958014085566,35.20967774027979,707.8478868628163,2017-12-03 09:02:28,Aprrox. w-center Algo1
102,1c:b9:c4:95:1c:b7, ,5180,-90.0,32.10303985479879,35.20968826555523,703.11594160034,2017-12-03 09:02:43,Aprrox. w-center Algo1
103,1c:b9:c4:94:2b:87, ,5220,-88.0,32.10337113537652,35.209710253406485,704.1006958412728,2017-12-03 09:03:07,Aprrox. w-center Algo1
104,1c:b9:c4:96:ed:47, ,5180,-91.0,32.103422735825944,35.2097119010955,704.24502290678,2017-12-03 09:03:10,Aprrox. w-center Algo1
105,1c:b9:c4:95:ed:b7, ,5240,-92.0,32.103422735825944,35.2097119010955,704.24502290678,2017-12-03 09:03:10,Aprrox. w-center Algo1
106,1c:b9:c4:16:e5:a8,Ariel_University,2437,-81.0,32.10340998113717,35.209694768890756,704.4103268040734,2017-12-03 09:03:13,Aprrox. w-center Algo1
107,1c:b9:c4:96:f1:57, ,5260,-82.0,32.10340998113717,35.209694768890756,704.4103268040734,2017-12-03 09:03:13,Aprrox. w-center Algo1
108,1c:b9:c4:14:2b:8c,Ariel_University,5220,-82.0,32.10332786597918,35.20965551102127,704.8397895237058,2017-12-03 09:03:19,Aprrox. w-center Algo1
109,1c:b9:c4:96:ee:97, ,5180,-85.0,32.10275085292877,35.20975955894632,707.6527664802024,2017-12-03 09:04:12,Aprrox. w-center Algo1
110,1c:b9:c4:14:2c:3c,Ariel_University,5260,-77.0,32.10270218508834,35.20982755214132,710.1110186443369,2017-12-03 09:04:15,Aprrox. w-center Algo1
111,1c:b9:c4:96:11:a7, ,5220,-87.0,32.10268489619051,35.20979541943164,707.828047259109,2017-12-03 09:04:18,Aprrox. w-center Algo1
112,02:21:5c:af:69:82,DIRECT-IRDESKTOP-ETE41T5msTU,5180,-90.0,32.10262449933767,35.20987440650553,707.9141706050168,2017-12-03 09:04:24,Aprrox. w-center Algo1
113,1c:b9:c4:94:2c:37, ,5260,-85.0,32.10262260926248,35.209892845310286,707.959321655685,2017-12-03 09:04:30,Aprrox. w-center Algo1
114,1c:b9:c4:14:2c:38,Ariel_University,2437,-76.0,32.10274869091711,35.20982946116112,708.1143382027363,2017-12-03 09:04:39,Aprrox. w-center Algo1
115,00:18:25:12:72:f0,Coolnet-Hotspot,2442,-92.0,32.102838751582816,35.209782211668895,708.2738390199131,2017-12-03 09:04:45,Aprrox. w-center Algo1
116,1c:b9:c4:96:f4:77, ,5180,-91.0,32.10326981077673,35.20978049072905,710.877958639368,2017-12-03 09:05:34,Aprrox. w-center Algo1
117,1c:b9:c4:15:fd:4c,Ariel_University,5180,-83.0,32.10351072327457,35.20990554493647,710.4194107445186,2017-12-03 09:05:55,Aprrox. w-center Algo1
118,1c:b9:c4:15:ed:3c,Ariel_University,5180,-91.0,32.10351072327457,35.20990554493647,710.4194107445186,2017-12-03 09:05:55,Aprrox. w-center Algo1
119,1c:b9:c4:95:fd:47, ,5180,-88.0,32.10353904388322,35.20994639016426,710.4770498913509,2017-12-03 09:05:58,Aprrox. w-center Algo1
120,1c:b9:c4:15:ed:38,Ariel_University,2437,-87.0,32.10360315832744,35.210005054877556,710.5814622101553,2017-12-03 09:06:04,Aprrox. w-center Algo1
121,3c:52:82:ef:a4:8b,DIRECT-8A-HP DeskJet 3630 series,2437,-82.0,32.10363047533494,35.21005058122789,710.6278805201182,2017-12-03 09:06:07,Aprrox. w-center Algo1
122,00:27:22:f3:bb:2b, ,2437,-87.0,32.1036535872341,35.21010138636458,710.6710794188068,2017-12-03 09:06:10,Aprrox. w-center Algo1
123,24:79:2a:2b:07:bc,Ariel_University,5180,-85.0,32.10369861480585,35.21017541181782,710.7485234469889,2017-12-03 09:06:16,Aprrox. w-center Algo1
124,60:e3:27:7b:e0:98,HelpDesk,2427,-83.0,32.103724904733575,35.21020742379761,710.7830608193167,2017-12-03 09:06:19,Aprrox. w-center Algo1
125,24:79:2a:ab:bd:87, ,5220,-84.0,32.103724904733575,35.21020742379761,710.7830608193167,2017-12-03 09:06:19,Aprrox. w-center Algo1
126,24:79:2a:2c:5c:1c,Ariel_University,5180,-84.0,32.103724904733575,35.21020742379761,710.7830608193167,2017-12-03 09:06:19,Aprrox. w-center Algo1
127,24:79:2a:ab:07:b7, ,5180,-87.0,32.103724904733575,35.21020742379761,710.7830608193167,2017-12-03 09:06:19,Aprrox. w-center Algo1
128,24:79:2a:2b:bd:8c,Ariel_University,5220,-83.0,32.103754328139765,35.21024296825823,710.8162814862263,2017-12-03 09:06:22,Aprrox. w-center Algo1
129,1c:b9:c4:96:1d:77, ,5220,-90.0,32.10381009568773,35.21028362142391,710.9061260906689,2017-12-03 09:06:31,Aprrox. w-center Algo1
130,1c:b9:c4:96:e5:a7, ,5180,-90.0,32.10381009568773,35.21028362142391,710.9061260906689,2017-12-03 09:06:31,Aprrox. w-center Algo1
131,24:79:2a:ac:5c:17, ,5180,-85.0,32.103804451692376,35.210254888699964,710.9347988784789,2017-12-03 09:06:34,Aprrox. w-center Algo1
132,1c:b9:c4:16:28:ec,Ariel_University,5180,-84.0,32.10374932461536,35.21009736641098,711.04240246276,2017-12-03 09:06:46,Aprrox. w-center Algo1
133,1c:b9:c4:96:28:e7, ,5180,-85.0,32.10374932461536,35.21009736641098,711.04240246276,2017-12-03 09:06:46,Aprrox. w-center Algo1
134,1c:b9:c4:15:1c:bc,Ariel_University,5180,-84.0,32.10371197783737,35.21003935734618,711.0753764021061,2017-12-03 09:06:49,Aprrox. w-center Algo1
135,8c:0c:90:2e:e8:18,Ariel_University,2437,-90.0,32.10366280622974,35.20997695154486,711.1571521241567,2017-12-03 09:06:55,Aprrox. w-center Algo1
136,1c:b9:c4:95:3a:37, ,5220,-80.0,32.10238084673325,35.21000653997084,712.1937426685497,2017-12-03 09:08:58,Aprrox. w-center Algo1
137,1c:b9:c4:95:1e:67, ,5180,-83.0,32.10238084673325,35.21000653997084,712.1937426685497,2017-12-03 09:08:58,Aprrox. w-center Algo1
138,1c:b9:c4:15:1e:6c,Ariel_University,5180,-83.0,32.10238084673325,35.21000653997084,712.1937426685497,2017-12-03 09:08:58,Aprrox. w-center Algo1
139,1c:b9:c4:15:3d:6c,Ariel_University,5220,-84.0,32.10246120400514,35.209976991172944,711.9289257491877,2017-12-03 09:09:21,Aprrox. w-center Algo1
140,30:e1:71:0f:a2:49,DIRECT-47-HP DeskJet 3630 series,2437,-79.0,32.102689713395726,35.209867804165086,711.8977402734589,2017-12-03 09:09:37,Aprrox. w-center Algo1
141,2a:56:5a:9e:2e:ce,DIRECT-ce-HP M426 LaserJet,2437,-77.0,32.10273836386316,35.209856687440386,711.9071836194796,2017-12-03 09:09:40,Aprrox. w-center Algo1
